* Block Type = 384-Well Block
* Date Created =
* Passive Reference = ROX
* Barcode = 

"Well","Well Position","Sample Name","Sample Color","Biogroup Name","Biogroup Color","Target Name","Target Color","Task","Reporter","Quencher","Quantity","Comments"
11,"A11","3522103459","""RGB(255,146,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
11,"A11","3522103459","""RGB(255,146,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
12,"A12","3522103515","""RGB(255,182,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
12,"A12","3522103515","""RGB(255,182,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
13,"A13","3522103425","""RGB(255,0,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
13,"A13","3522103425","""RGB(255,0,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
14,"A14","3522103481","""RGB(255,36,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
14,"A14","3522103481","""RGB(255,36,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
15,"A15","3522103442","""RGB(255,73,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
15,"A15","3522103442","""RGB(255,73,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
16,"A16","3522103498","""RGB(255,109,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
16,"A16","3522103498","""RGB(255,109,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
17,"A17","3522103459","""RGB(255,146,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
17,"A17","3522103459","""RGB(255,146,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
18,"A18","3522103515","""RGB(255,182,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
18,"A18","3522103515","""RGB(255,182,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
19,"A19","3522103425","""RGB(255,0,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
19,"A19","3522103425","""RGB(255,0,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
19,"A19","3522103425","""RGB(255,0,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
20,"A20","3522103481","""RGB(255,36,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
20,"A20","3522103481","""RGB(255,36,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
20,"A20","3522103481","""RGB(255,36,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
21,"A21","3522103442","""RGB(255,73,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
21,"A21","3522103442","""RGB(255,73,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
21,"A21","3522103442","""RGB(255,73,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
22,"A22","3522103498","""RGB(255,109,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
22,"A22","3522103498","""RGB(255,109,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
22,"A22","3522103498","""RGB(255,109,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
23,"A23","3522103459","""RGB(255,146,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
23,"A23","3522103459","""RGB(255,146,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
23,"A23","3522103459","""RGB(255,146,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
24,"A24","3522103515","""RGB(255,182,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
24,"A24","3522103515","""RGB(255,182,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
24,"A24","3522103515","""RGB(255,182,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
25,"B1","3522103425","""RGB(255,0,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
25,"B1","3522103425","""RGB(255,0,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
26,"B2","3522103481","""RGB(255,36,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
26,"B2","3522103481","""RGB(255,36,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
27,"B3","3522103442","""RGB(255,73,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
27,"B3","3522103442","""RGB(255,73,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
28,"B4","3522103498","""RGB(255,109,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
28,"B4","3522103498","""RGB(255,109,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
29,"B5","3522103459","""RGB(255,146,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
29,"B5","3522103459","""RGB(255,146,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
30,"B6","3522103515","""RGB(255,182,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
30,"B6","3522103515","""RGB(255,182,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
31,"B7","3522103425","""RGB(255,0,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
31,"B7","3522103425","""RGB(255,0,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
32,"B8","3522103481","""RGB(255,36,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
32,"B8","3522103481","""RGB(255,36,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
33,"B9","3522103442","""RGB(255,73,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
33,"B9","3522103442","""RGB(255,73,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
34,"B10","3522103498","""RGB(255,109,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
34,"B10","3522103498","""RGB(255,109,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
35,"B11","3522103459","""RGB(255,146,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
35,"B11","3522103459","""RGB(255,146,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
36,"B12","3522103515","""RGB(255,182,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
36,"B12","3522103515","""RGB(255,182,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
37,"B13","3522103425","""RGB(255,0,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
37,"B13","3522103425","""RGB(255,0,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
38,"B14","3522103481","""RGB(255,36,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
38,"B14","3522103481","""RGB(255,36,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
39,"B15","3522103442","""RGB(255,73,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
39,"B15","3522103442","""RGB(255,73,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
40,"B16","3522103498","""RGB(255,109,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
40,"B16","3522103498","""RGB(255,109,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
41,"B17","3522103459","""RGB(255,146,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
41,"B17","3522103459","""RGB(255,146,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
42,"B18","3522103515","""RGB(255,182,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
42,"B18","3522103515","""RGB(255,182,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
43,"B19","3522103425","""RGB(255,0,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
43,"B19","3522103425","""RGB(255,0,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
43,"B19","3522103425","""RGB(255,0,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
44,"B20","3522103481","""RGB(255,36,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
44,"B20","3522103481","""RGB(255,36,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
44,"B20","3522103481","""RGB(255,36,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
45,"B21","3522103442","""RGB(255,73,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
45,"B21","3522103442","""RGB(255,73,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
45,"B21","3522103442","""RGB(255,73,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
46,"B22","3522103498","""RGB(255,109,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
46,"B22","3522103498","""RGB(255,109,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
46,"B22","3522103498","""RGB(255,109,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
47,"B23","3522103459","""RGB(255,146,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
47,"B23","3522103459","""RGB(255,146,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
47,"B23","3522103459","""RGB(255,146,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
48,"B24","3522103515","""RGB(255,182,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
48,"B24","3522103515","""RGB(255,182,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
48,"B24","3522103515","""RGB(255,182,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
49,"C1","3522103433","""RGB(255,219,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
49,"C1","3522103433","""RGB(255,219,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
50,"C2","3522103489","""RGB(255,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
50,"C2","3522103489","""RGB(255,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
51,"C3","3522103450","""RGB(219,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
51,"C3","3522103450","""RGB(219,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
52,"C4","3522103506","""RGB(182,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
52,"C4","3522103506","""RGB(182,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
53,"C5","3522103467","""RGB(146,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
53,"C5","3522103467","""RGB(146,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
54,"C6","3522103428","""RGB(109,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
54,"C6","3522103428","""RGB(109,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
55,"C7","3522103433","""RGB(255,219,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
55,"C7","3522103433","""RGB(255,219,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
56,"C8","3522103489","""RGB(255,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
56,"C8","3522103489","""RGB(255,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
57,"C9","3522103450","""RGB(219,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
57,"C9","3522103450","""RGB(219,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
58,"C10","3522103506","""RGB(182,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
58,"C10","3522103506","""RGB(182,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
59,"C11","3522103467","""RGB(146,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
59,"C11","3522103467","""RGB(146,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
60,"C12","3522103428","""RGB(109,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
60,"C12","3522103428","""RGB(109,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
61,"C13","3522103433","""RGB(255,219,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
61,"C13","3522103433","""RGB(255,219,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
62,"C14","3522103489","""RGB(255,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
62,"C14","3522103489","""RGB(255,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
63,"C15","3522103450","""RGB(219,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
63,"C15","3522103450","""RGB(219,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
64,"C16","3522103506","""RGB(182,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
64,"C16","3522103506","""RGB(182,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
65,"C17","3522103467","""RGB(146,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
65,"C17","3522103467","""RGB(146,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
66,"C18","3522103428","""RGB(109,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
66,"C18","3522103428","""RGB(109,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
67,"C19","3522103433","""RGB(255,219,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
67,"C19","3522103433","""RGB(255,219,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
67,"C19","3522103433","""RGB(255,219,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
68,"C20","3522103489","""RGB(255,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
68,"C20","3522103489","""RGB(255,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
68,"C20","3522103489","""RGB(255,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
69,"C21","3522103450","""RGB(219,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
69,"C21","3522103450","""RGB(219,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
69,"C21","3522103450","""RGB(219,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
70,"C22","3522103506","""RGB(182,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
70,"C22","3522103506","""RGB(182,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
70,"C22","3522103506","""RGB(182,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
71,"C23","3522103467","""RGB(146,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
71,"C23","3522103467","""RGB(146,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
71,"C23","3522103467","""RGB(146,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
72,"C24","3522103428","""RGB(109,255,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
72,"C24","3522103428","""RGB(109,255,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
72,"C24","3522103428","""RGB(109,255,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
73,"D1","3522103433","""RGB(255,219,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
73,"D1","3522103433","""RGB(255,219,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
74,"D2","3522103489","""RGB(255,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
74,"D2","3522103489","""RGB(255,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
75,"D3","3522103450","""RGB(219,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
75,"D3","3522103450","""RGB(219,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
76,"D4","3522103506","""RGB(182,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
76,"D4","3522103506","""RGB(182,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
77,"D5","3522103467","""RGB(146,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
77,"D5","3522103467","""RGB(146,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
78,"D6","3522103428","""RGB(109,255,0)""","","","GYPC1","""RGB(30,136,229)""","UNKNOWN","CY5","NFQ-MGB","",""
78,"D6","3522103428","""RGB(109,255,0)""","","","ZSCAN12","""RGB(67,160,71)""","UNKNOWN","VIC","NFQ-MGB","",""
79,"D7","3522103433","""RGB(255,219,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
79,"D7","3522103433","""RGB(255,219,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
80,"D8","3522103489","""RGB(255,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
80,"D8","3522103489","""RGB(255,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
81,"D9","3522103450","""RGB(219,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
81,"D9","3522103450","""RGB(219,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
82,"D10","3522103506","""RGB(182,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
82,"D10","3522103506","""RGB(182,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
83,"D11","3522103467","""RGB(146,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
83,"D11","3522103467","""RGB(146,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
84,"D12","3522103428","""RGB(109,255,0)""","","","DPP6","""RGB(124,179,66)""","UNKNOWN","VIC","NFQ-MGB","",""
84,"D12","3522103428","""RGB(109,255,0)""","","","GYPC2","""RGB(0,172,193)""","UNKNOWN","CY5","NFQ-MGB","",""
85,"D13","3522103433","""RGB(255,219,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
85,"D13","3522103433","""RGB(255,219,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
86,"D14","3522103489","""RGB(255,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
86,"D14","3522103489","""RGB(255,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
87,"D15","3522103450","""RGB(219,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
87,"D15","3522103450","""RGB(219,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
88,"D16","3522103506","""RGB(182,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
88,"D16","3522103506","""RGB(182,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
89,"D17","3522103467","""RGB(146,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
89,"D17","3522103467","""RGB(146,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
90,"D18","3522103428","""RGB(109,255,0)""","","","GSX1","""RGB(0,137,123)""","UNKNOWN","VIC","NFQ-MGB","",""
90,"D18","3522103428","""RGB(109,255,0)""","","","RALYL","""RGB(67,160,71)""","UNKNOWN","CY5","NFQ-MGB","",""
91,"D19","3522103433","""RGB(255,219,0)""","","","COL2A1","""RGB(216,27,96)""","UNKNOWN","FAM","NFQ-MGB","",""
91,"D19","3522103433","""RGB(255,219,0)""","","","ImC","""RGB(192,202,51)""","UNKNOWN","VIC","NFQ-MGB","",""
91,"D19","3522103433","""RGB(255,219,0)""","","","EpC","""RGB(0,137,123)""","UNKNOWN","CY5","NFQ-MGB","",""
