"","Well","Well.Position","Omit","Sample","Target","Task","Reporter","Quencher","Amp.Status","Amp.Score","Curve.Quality","Result.Quality.Issues","Cq","Cq.Confidence","Cq.Mean","Cq.SD","Auto.Threshold","Threshold","Auto.Baseline","Baseline.Start","Baseline.End"
"32",16,"A16","false","16000491010594","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"33",17,"A17","false","16000491010595","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp",0.619139339468808,NA,NA,"41.52792845582999",0.525440276407067,41.52792845583,NA,"true",0.0399999991059303,"true",3,36
"34",17,"A17","false","16000491010595","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0.535838808130588,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,36
"35",18,"A18","false","16000491010613","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0.353906580809309,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"36",18,"A18","false","16000491010613","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp",0.609748256967484,NA,NA,"38.78410357721176",0.750150879720156,38.9742541748542,0.268913554078733,"true",0.0399999991059303,"true",3,34
"37",19,"A19","false","16000491010519","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.20796900281834,NA,NA,"25.67854334631594",0.910293343973279,25.4546746106121,0.316598202223724,"false",0.12,"true",3,22
"38",19,"A19","false","16000491010519","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",1.12321554339091,NA,NA,"24.598792674520794",0.981576924649913,24.6032433899787,0.0062942621563312,"true",0.0399999991059303,"true",3,21
"39",19,"A19","false","16000491010519","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.857501987993211,NA,NA,"29.361790447342912",0.930731893386518,28.9814207355042,0.53792400519808,"true",0.0399999991059303,"true",3,27
"40",20,"A20","false","16000491010521","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.07509630400725,NA,NA,"30.963405674136943",0.873841144165722,30.3000816762795,0.938081794017538,"false",0.12,"true",3,25
"41",20,"A20","false","16000491010521","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.941415549228738,NA,NA,"30.55106966209888",0.957017615266597,30.7956656671779,0.345910987685557,"true",0.0399999991059303,"true",3,28
"42",20,"A20","false","16000491010521","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.928700481148322,NA,NA,"31.611943780058105",0.94588049429816,31.4096820137849,0.286041333013098,"true",0.0399999991059303,"true",3,29
"43",21,"A21","false","16000491010560","COL2A1","UNKNOWN","FAM","NFQ-MGB","No Amp",0.737020798501208,NA,NA,"Undetermined",0,NA,NA,"false",0.12,"true",3,44
"44",21,"A21","false","16000491010560","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.794205861174002,NA,NA,"33.400154018961686",0.93264969214181,32.9012250976005,0.705592047249501,"true",0.0399999991059303,"true",3,30
"45",21,"A21","false","16000491010560","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.719369896214506,NA,NA,"35.50454146780164",0.838283682379651,36.2320838158484,1.02890025580846,"true",0.0399999991059303,"true",3,32
"46",22,"A22","false","16000491010594","COL2A1","UNKNOWN","FAM","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"false",0.12,"true",3,44
"47",22,"A22","false","16000491010594","EpC","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"48",22,"A22","false","16000491010594","ImC","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"49",23,"A23","false","16000491010595","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.14339189628442,NA,NA,"25.598697131342384",0.914239658166183,26.3070301706778,1.00173419090508,"false",0.12,"true",3,17
"50",23,"A23","false","16000491010595","EpC","UNKNOWN","CY5","NFQ-MGB","Inconclusive",0.577002482807509,NA,NA,"34.779137488935234",0.49345224345099,33.6008967394985,1.66628404759422,"true",0.0399999991059303,"true",3,28
"51",23,"A23","false","16000491010595","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.960687472983683,NA,NA,"27.695302393341265",0.961631802252761,27.7195566419631,0.0343006873448982,"true",0.0399999991059303,"true",3,24
"52",24,"A24","false","16000491010613","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.16698473941859,NA,NA,"24.89786485182023",0.898291043807546,25.1985059392152,0.425170703200638,"false",0.12,"true",3,20
"53",24,"A24","false","16000491010613","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.88865457889671,NA,NA,"26.382681336692215",0.940561583880049,26.3213801241955,0.0866930061024707,"true",0.0399999991059303,"true",3,23
"54",24,"A24","false","16000491010613","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.953398860322948,NA,NA,"26.44587614333623",0.936689565883132,26.5453701132,0.140705721555878,"true",0.0399999991059303,"true",3,23
"55",25,"B1","false","16000491010519","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","Amp",1.06389459266373,NA,NA,"32.55721157111236",0.968583124167306,32.4837768033919,0.103852444459374,"true",0.0399999991059303,"true",3,29
"56",25,"B1","false","16000491010519","GYPC1","UNKNOWN","CY5","NFQ-MGB","Amp",0.983190331526393,NA,NA,"32.24510850636938",0.913717105313327,32.2513774190983,0.00886558142177973,"true",0.0399999991059303,"true",3,29
"57",26,"B2","false","16000491010521","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"58",26,"B2","false","16000491010521","GYPC1","UNKNOWN","CY5","NFQ-MGB","Amp",0.945655447949344,NA,NA,"35.9305682736032",0.862077525206251,39.5782464739575,5.15859598211369,"true",0.0399999991059303,"true",3,33
"59",27,"B3","false","16000491010560","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"60",27,"B3","false","16000491010560","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"61",28,"B4","false","16000491010594","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"62",28,"B4","false","16000491010594","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"63",29,"B5","false","16000491010595","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"64",29,"B5","false","16000491010595","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"65",30,"B6","false","16000491010613","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"66",30,"B6","false","16000491010613","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"67",31,"B7","false","16000491010519","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp",0.854598048333991,NA,NA,"33.19459917632912",0.956317136947063,33.2563515308747,0.0873310173064432,"true",0.0399999991059303,"true",3,30
"68",31,"B7","false","16000491010519","GYPC2","UNKNOWN","CY5","NFQ-MGB","Amp",0.862839884383406,NA,NA,"31.958916345055265",0.909838073587184,32.2520756430602,0.414589855174703,"true",0.0399999991059303,"true",3,29
"69",32,"B8","false","16000491010521","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"70",32,"B8","false","16000491010521","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"71",33,"B9","false","16000491010560","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"72",33,"B9","false","16000491010560","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"73",34,"B10","false","16000491010594","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"74",34,"B10","false","16000491010594","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"75",35,"B11","false","16000491010595","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"76",35,"B11","false","16000491010595","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0.167996775785838,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"77",36,"B12","false","16000491010613","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp",0.637181799874603,NA,NA,"37.4297996883084",0.815584621003429,36.973240210511,0.645672605531716,"true",0.0399999991059303,"true",3,33
"78",36,"B12","false","16000491010613","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"79",37,"B13","false","16000491010519","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp",0.797645985020974,NA,NA,"35.2767272332611",0.847393032223217,35.5730394268465,0.419048722865577,"true",0.0399999991059303,"true",3,32
"80",37,"B13","false","16000491010519","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp",0.789303601060317,NA,NA,"35.06888039676053",0.907583838417076,35.0631543885927,0.00809779839247454,"true",0.0399999991059303,"true",3,31
"81",38,"B14","false","16000491010521","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"82",38,"B14","false","16000491010521","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"83",39,"B15","false","16000491010560","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"84",39,"B15","false","16000491010560","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"85",40,"B16","false","16000491010594","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"86",40,"B16","false","16000491010594","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"87",41,"B17","false","16000491010595","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"88",41,"B17","false","16000491010595","GSX1","UNKNOWN","VIC","NFQ-MGB","Inconclusive",0.710677705932567,NA,NA,"39.29847417210803",0.834503334909831,39.298474172108,NA,"true",0.0399999991059303,"true",3,35
"89",42,"B18","false","16000491010613","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp",0.703027110696676,NA,NA,"36.952380712318586",0.932929581506583,36.9523807123186,NA,"true",0.0399999991059303,"true",3,33
"90",42,"B18","false","16000491010613","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp",0.595393089941728,NA,NA,"39.16440477249665",0.777844727151936,38.9742541748542,0.268913554078733,"true",0.0399999991059303,"true",3,33
"91",43,"B19","false","16000491010519","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.24027248319093,NA,NA,"25.23080587490817",0.887790778535224,25.4546746106121,0.316598202223724,"false",0.12,"true",3,22
"92",43,"B19","false","16000491010519","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",1.15399536650373,NA,NA,"24.60769410543667",0.965772908739253,24.6032433899787,0.0062942621563312,"true",0.0399999991059303,"true",3,22
"93",43,"B19","false","16000491010519","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.875365032622054,NA,NA,"28.601051023665555",0.896108696561682,28.9814207355042,0.53792400519808,"true",0.0399999991059303,"true",3,25
"94",44,"B20","false","16000491010521","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.07972712143574,NA,NA,"29.63675767842212",0.825254373388875,30.3000816762795,0.938081794017538,"false",0.12,"true",3,23
"95",44,"B20","false","16000491010521","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.912168345207,NA,NA,"31.040261672256996",0.936281711175631,30.7956656671779,0.345910987685557,"true",0.0399999991059303,"true",3,28
"96",44,"B20","false","16000491010521","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.93697169067219,NA,NA,"31.20742024751177",0.939390261689511,31.4096820137849,0.286041333013098,"true",0.0399999991059303,"true",3,28
"97",45,"B21","false","16000491010560","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",0.921617882927926,NA,NA,"35.12496950213842",0.61401170640827,35.1249695021384,NA,"false",0.12,"true",3,31
"98",45,"B21","false","16000491010560","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.96905166127403,NA,NA,"32.40229617623938",0.952823684161878,32.9012250976005,0.705592047249501,"true",0.0399999991059303,"true",3,30
"99",45,"B21","false","16000491010560","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.639388650476888,NA,NA,"36.9596261638951",0.816271769589844,36.2320838158484,1.02890025580846,"true",0.0399999991059303,"true",3,33
"100",46,"B22","false","16000491010594","COL2A1","UNKNOWN","FAM","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"false",0.12,"true",3,44
"101",46,"B22","false","16000491010594","EpC","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"102",46,"B22","false","16000491010594","ImC","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"103",47,"B23","false","16000491010595","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.15100529362812,NA,NA,"27.01536321001312",0.896664375693217,26.3070301706778,1.00173419090508,"false",0.12,"true",3,22
"104",47,"B23","false","16000491010595","EpC","UNKNOWN","CY5","NFQ-MGB","Inconclusive",0.590953780201806,NA,NA,"32.42265599006167",0.573078207323884,33.6008967394985,1.66628404759422,"true",0.0399999991059303,"true",3,26
"105",47,"B23","false","16000491010595","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.962212798012718,NA,NA,"27.743810890584975",0.955393376050013,27.7195566419631,0.0343006873448982,"true",0.0399999991059303,"true",3,24
"106",48,"B24","false","16000491010613","COL2A1","UNKNOWN","FAM","NFQ-MGB","Amp",1.16857411157818,NA,NA,"25.49914702661011",0.908448900547326,25.1985059392152,0.425170703200638,"false",0.12,"true",3,21
"107",48,"B24","false","16000491010613","EpC","UNKNOWN","CY5","NFQ-MGB","Amp",0.914251804211193,NA,NA,"26.260078911698855",0.955356164930608,26.3213801241955,0.0866930061024707,"true",0.0399999991059303,"true",3,23
"108",48,"B24","false","16000491010613","ImC","UNKNOWN","VIC","NFQ-MGB","Amp",0.952694231746052,NA,NA,"26.644864083063837",0.960859085063294,26.5453701132,0.140705721555878,"true",0.0399999991059303,"true",3,23
"109",49,"C1","false","16000491010673","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"110",49,"C1","false","16000491010673","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"111",50,"C2","false","16000491010682","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"112",50,"C2","false","16000491010682","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"113",51,"C3","false","16000491010683","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"114",51,"C3","false","16000491010683","GYPC1","UNKNOWN","CY5","NFQ-MGB","Inconclusive",0.582177887430404,NA,NA,"44.52595496570869",0,39.325565781179,7.35446091438017,"true",0.0399999991059303,"true",3,40
"115",52,"C4","false","16000491010688","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"116",52,"C4","false","16000491010688","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"117",53,"C5","false","16000491010697","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"118",53,"C5","false","16000491010697","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"119",54,"C6","false","16000491010700","ZSCAN12","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"120",54,"C6","false","16000491010700","GYPC1","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"121",55,"C7","false","16000491010673","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp",0.918053941440407,NA,NA,"32.1936964436171",0.952432580510689,32.3277159194291,0.189532160315661,"true",0.0399999991059303,"true",3,29
"122",55,"C7","false","16000491010673","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"123",56,"C8","false","16000491010682","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"124",56,"C8","false","16000491010682","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"125",57,"C9","false","16000491010683","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"126",57,"C9","false","16000491010683","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"127",58,"C10","false","16000491010688","DPP6","UNKNOWN","VIC","NFQ-MGB","Amp",0.681032937950304,NA,NA,"36.51103230631977",0.845640809324848,35.8699892727516,0.906571752136935,"true",0.0399999991059303,"true",3,33
"128",58,"C10","false","16000491010688","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"129",59,"C11","false","16000491010697","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"130",59,"C11","false","16000491010697","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"131",60,"C12","false","16000491010700","DPP6","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"132",60,"C12","false","16000491010700","GYPC2","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"133",61,"C13","false","16000491010673","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp",1.01549878157781,NA,NA,"33.46898815625501",0.961337310419625,33.2402312306911,0.32351114661942,"true",0.0399999991059303,"true",3,31
"134",61,"C13","false","16000491010673","GSX1","UNKNOWN","VIC","NFQ-MGB","Amp",0.893224393749299,NA,NA,"34.014121996233364",0.948536819444488,33.7660547749448,0.350820028727917,"true",0.0399999991059303,"true",3,31
"135",62,"C14","false","16000491010682","RALYL","UNKNOWN","CY5","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"136",62,"C14","false","16000491010682","GSX1","UNKNOWN","VIC","NFQ-MGB","No Amp",0,NA,NA,"Undetermined",0,NA,NA,"true",0.0399999991059303,"true",3,44
"137",63,"C15","false","16000491010683","RALYL","UNKNOWN","CY5","NFQ-MGB","Amp",0.87149843738843,NA,NA,"38.77488406865123",0.90531370053053,38.7748840686512,NA,"true",0.0399999991059303,"true",3,36
